temperature,smoke,humidity,gas,motion,distance,event_class
25.993428306022466,4.861735698828816,56.47688538100692,0.17615149282040127,0,313.95206461000686,0
44.12623251230451,68.75424941518054,14.93584439832788,0.07143099171229293,0,253.79585811264477,2
25.628494665190548,4.091975924478789,35.87696298664709,0.1732824384460777,0,288.71118497567323,0
30.118976062075586,5.394233021879601,51.2221916522268,0.07422821689537734,0,269.9680655040597,0
24.416612500413446,4.398293387770603,68.52278184508938,0.09932513876310331,0,247.114453552205,0
24.541099092336086,5.389348913256123,37.34880886077358,0.15459961321788357,0,233.59069755507846,0
25.393722471738247,5.738466579995411,51.7136828118997,0.09421758588058798,0,284.9448152205356,0
26.547400833667364,28.074588597918417,36.53321902638654,0.05597043669764468,0,316.20419846973977,1
60.6478390752256,49.83693420905034,25.4982348789241,0.14656400595580993,0,289.64170549477126,2
50.01766448946012,4.589616691313699,61.79716344700701,0.05508960302721609,0,296.39949392098333,1
25.723272050095268,4.354880245394876,53.61395605508414,0.17690182832329848,0,468.61481268133366,0
66.70492168243732,87.14225143023492,27.38947022370758,0.02906247707042986,0,352.12458086697103,2
23.963459563452705,4.191506397106813,44.982429564154636,0.14577010588510372,1,316.43755548298424,0
27.74372426709955,5.175553293954833,46.90711453555422,0.13365627513869877,0,280.3945923433921,0
22.072970103735763,5.296120277064576,52.610552721798896,0.10025567283212306,0,288.27064333124264,0
24.208967096839412,4.710863143530058,54.52936326533509,0.09169695458244674,0,394.3092950605265,0
25.349155625663677,5.2575503907227645,49.25554084233833,0.004061439235047926,0,298.67430622753915,0
25.204695365099333,4.5673907194519865,43.40817697563522,0.10019686522157015,0,290.3819517609439,0
57.97258234975459,107.68031437865356,27.02602652939094,0.15714114072575103,0,337.5966516343387,2
27.784651506983806,4.119359181470231,50.76894948584572,0.07532837588983367,0,346.15813041709765,0
25.199302730175283,4.496524345883801,34.493365689338674,0.10342814874030137,0,326.8168016191033,0
23.170618137477444,5.620548215961735,48.39062623136937,0.0805867800511693,0,255.72438130855755,0
26.62703443473934,3.769135683566045,52.27459934604129,0.16535713771412142,0,283.7754521085553,0
24.58826656580899,3.559958552316202,61.9072725611364,0.16496984071322437,1,256.64269219752236,0
25.500985700691754,5.346448209496976,43.19975278421509,0.11161268485805018,0,311.31441347494376,0
40.126591648863396,5.174833011991471,37.83145107640761,0.1524673696160433,0,366.25528307571005,1
26.574169207484903,6.158595579007404,41.7931768164829,0.14816880646221608,0,320.6390463468249,0
23.264717820041252,5.145861852428309,36.30128943283704,0.06141096252533707,0,296.1449145292948,0
25.682303949633287,5.276690799330019,58.27183249036024,0.10065009459389536,0,372.67670385786585,0
77.23708622864778,75.53074429348298,23.57000247046046,0.14885900004065367,0,246.45537509694438,2
25.94647524914709,4.927171087343127,41.532062819315954,0.024257638765706774,1,253.6976690394261,0
23.974069364728756,30.29104359223,50.92478871551097,0.1315037469300504,0,388.14687361516144,1
22.714059404338755,5.357787360348283,55.60784526368234,6.357682939934839,0,352.69010260174514,3
23.792191255030943,5.304449119870853,52.57207490980107,0.10119659072329186,0,343.5956994406196,0
26.141781021386333,6.135565640180599,59.54001763493203,0.1325695625652899,1,242.37173141699924,0
21.99846321358565,5.165022798109338,41.44071082170632,0.09801819289801905,0,273.26686290749683,0
26.372520380749027,3.3872841288103483,45.280681342105666,0.15444752984836832,0,378.01900705664394,0
25.25710200014216,5.549576345062667,37.2912819312396,0.21945179786962313,0,392.1706879160267,0
20.949714826684787,5.186454314769428,43.38213535231612,7.491952595912231,0,261.40904611216223,3
24.331505817699266,4.682153093489417,53.177670324371185,0.019388634641273828,0,236.95580228324775,0
26.835723894109552,7.122156197012633,60.32465260551147,0.024031501702299327,0,275.78829635668745,0
24.525216077586663,6.872005680472304,49.80557859100452,0.05337041717194595,0,287.371592430342,0
22.504433636070303,6.632411303931635,35.69858622039367,0.07799777566515081,0,306.53702886430455,0
25.11701780461369,7.347996928450323,54.04975508770525,0.14548690874799086,0,309.9529847786735,0
23.79956624568241,5.069802084990019,46.1468640313824,0.10567586726256241,0,333.10653372605236,0
23.76973264445734,7.111317641616251,56.86848512765971,0.1035486207819873,0,314.0495933867516,0
23.75460096035881,4.791877749642725,45.06999065341167,0.07053176215278943,0,342.48010485105124,0
26.90402218769339,6.452550247462371,53.62013911942471,0.12906570670178621,1,258.5502494538964,0
23.87963791960606,5.747293605123262,56.10370265433465,0.09895492030179259,0,305.8663691654391,0
23.661594543637573,6.161937317746775,65.52859775839326,0.07802410622628614,0,365.27394035771647,0
25.042007683265517,5.6819529712949635,46.89733243406544,0.11620831762442212,1,293.49284728161575,0
28.824635279679942,6.065227082546918,32.07954899864785,0.07766132441050462,0,357.9055436750034,0
26.58332538792587,5.624119817052155,56.2834550926428,1.8649733770545804,0,255.1372814257084,3
28.540863033133437,4.690907490803078,58.03813051376258,0.13069206707377123,0,367.8940394049994,0
25.489933142217446,4.49305682462887,45.289616943816775,0.11160249686788182,0,357.7177169204462,0
24.04523653884936,4.335772556695577,63.601113662481715,0.0,1,378.5016140271336,0
24.96196758419462,3.997470635362191,49.8148686400761,0.08556706805399308,0,363.55691129904574,0
26.54172620292808,5.492686483800405,50.88873006131744,0.02771950137639588,1,257.793154324113,0
25.448184963620832,5.012592400781795,50.97676098548832,0.06134951080722668,1,413.78806487836016,0
25.812453370099856,4.568057798391628,68.5996700648693,0.16002057742066994,1,390.80438951219077,0
29.379605866435345,4.191701714644848,41.602781578192236,0.0700303677277989,0,351.6300202008988,0
21.379737350007968,3.087293482935781,53.62476458805302,0.1285673755163394,0,348.52619100066056,0
22.359533585958715,6.831458765854354,61.79440120721287,0.07654121739476477,1,314.7738762211592,0
22.80530826286668,5.340922198558953,49.13586493168386,2.6083585118084494,0,313.93615174853306,3
23.801249954092455,5.005243699718183,50.46980593764742,0.07749672642603782,0,331.14249661737495,0
22.262819768916287,5.535491809975205,60.604468141104675,0.17706854984590914,0,316.6157005989796,0
23.503026926886893,6.551151975522523,51.156746342928585,0.15896485920319134,0,303.37592407050545,0
27.053159693104156,5.166088132508151,39.79616752737845,7.052947336298523,0,332.2687974792574,3
23.07015307883979,5.686051459998439,60.58424486849588,0.012063025678844291,0,344.3031780123077,0
